task_id,model,seed,target_coverage,empirical_coverage,avg_set_size,n_classes,n_test
167119,catboost,1,0.9,1.0,2.465417224453369,3,8964
167119,catboost,2,0.9,1.0,2.4780232039268184,3,8964
167119,catboost,3,0.9,1.0,2.4926372155287817,3,8964
167119,catboost,4,0.9,1.0,2.500446229361892,3,8964
167119,deep_ensemble,0,0.9,1.0,2.42793395805444,3,8964
167119,deep_ensemble,1,0.9,1.0,2.4110887996430166,3,8964
167119,deep_ensemble,2,0.9,1.0,2.429830432842481,3,8964
167119,deep_ensemble,3,0.9,1.0,2.4336233824185634,3,8964
167119,deep_ensemble,4,0.9,1.0,2.439982150825524,3,8964
167119,lgbm,0,0.9,1.0,2.5619143239625166,3,8964
167119,lgbm,1,0.9,1.0,2.5466309683177153,3,8964
167119,lgbm,2,0.9,1.0,2.563476126729139,3,8964
167119,lgbm,3,0.9,1.0,2.5573404730031237,3,8964
167119,lgbm,4,0.9,1.0,2.573293172690763,3,8964
167119,mc_dropout,0,0.9,1.0,2.431726907630522,3,8964
167119,mc_dropout,1,0.9,1.0,2.4210174029451137,3,8964
167119,mc_dropout,2,0.9,1.0,2.4490182954038375,3,8964
167119,mc_dropout,3,0.9,1.0,2.4499107541276217,3,8964
167119,mc_dropout,4,0.9,1.0,2.462405176260598,3,8964
167119,single_mlp,0,0.9,1.0,2.4231369924141006,3,8964
167119,single_mlp,1,0.9,1.0,2.4077420794288265,3,8964
167119,single_mlp,2,0.9,1.0,2.4309460062472112,3,8964
167119,single_mlp,3,0.9,1.0,2.436300758589915,3,8964
167119,single_mlp,4,0.9,1.0,2.4467871485943773,3,8964
167119,xgboost,0,0.9,1.0,2.5582329317269075,3,8964
167119,xgboost,1,0.9,1.0,2.5479696564033913,3,8964
167119,xgboost,2,0.9,1.0,2.5677153056671127,3,8964
167119,xgboost,3,0.9,1.0,2.564368585452923,3,8964
167119,xgboost,4,0.9,1.0,2.5813253012048194,3,8964
167120,catboost,0,0.9,1.0,2.0,2,19264
167120,catboost,1,0.9,1.0,2.0,2,19264
167120,catboost,2,0.9,1.0,2.0,2,19264
167120,catboost,3,0.9,1.0,2.0,2,19264
167120,catboost,4,0.9,1.0,2.0,2,19264
167120,deep_ensemble,0,0.9,1.0,2.0,2,19264
167120,deep_ensemble,1,0.9,1.0,2.0,2,19264
167120,deep_ensemble,2,0.9,1.0,2.0,2,19264
167120,deep_ensemble,3,0.9,1.0,2.0,2,19264
167120,deep_ensemble,4,0.9,1.0,2.0,2,19264
167120,lgbm,0,0.9,1.0,2.0,2,19264
167120,lgbm,1,0.9,1.0,2.0,2,19264
167120,lgbm,2,0.9,1.0,2.0,2,19264
167120,lgbm,3,0.9,1.0,2.0,2,19264
167120,lgbm,4,0.9,1.0,2.0,2,19264
167120,mc_dropout,0,0.9,1.0,2.0,2,19264
167120,mc_dropout,1,0.9,1.0,2.0,2,19264
167120,mc_dropout,2,0.9,1.0,2.0,2,19264
167120,mc_dropout,3,0.9,1.0,2.0,2,19264
167120,mc_dropout,4,0.9,1.0,2.0,2,19264
167120,single_mlp,0,0.9,1.0,2.0,2,19264
167120,single_mlp,1,0.9,1.0,2.0,2,19264
167120,single_mlp,2,0.9,1.0,2.0,2,19264
167120,single_mlp,3,0.9,1.0,2.0,2,19264
